name,African.American,Asian,Hispanic,white,a.man,a.woman,pctwhite,pcthispanic,pctblack,pctapi,race,distinct,pct_f,gender
Courtney,2.571907248,2.199585553,2.109221264,3.66348053,NA,NA,92.969,0.083,5.624,0.827,white,1.091573282,0.91268569,F
Craig,2.603374587,2.280678792,2.207888343,3.722626763,NA,NA,96.296,0.374,2.151,1.029,white,1.119252175,0.002889246,M
Cristina,2.509882663,2.483753257,2.852547741,3.441264322,NA,NA,50.649,36.92,1.299,10.946,white,0.588716581,0.971105528,F
Cruz,2.20793691,2.380301895,3.315894938,2.462077938,NA,NA,2.778,97.222,0,0,hispanic,0.853816999,0.367088608,M
Crystal,3.042001304,2.440745553,2.669137266,3.421234453,2.17107226,3.619318883,82.32,5.041,10.014,2.072,white,0.379233149,0.983601026,F
Curtis,2.959108206,2.209408409,2.031482131,3.213931272,NA,NA,85.774,0.571,10.903,2.129,white,0.254823066,0.004634678,M
Cynthia,2.789405742,2.271234674,2.554500507,3.628203578,NA,NA,89.131,3.773,4.88,1.941,white,0.838797836,0.987343744,F
Daisy,2.662192678,2.319104451,2.437506886,3.6599479,NA,NA,29.057,36.981,10.943,22.264,white,0.997755222,0.986425339,F
Dale,2.370683417,2.106854978,2.25244135,3.467993512,NA,NA,96.415,0.489,1.858,1.043,white,1.097310095,0.161380971,M
Damaris,3.468827712,2.110037707,2.68380747,2.095315889,3.836769853,NA,20.339,72.881,1.695,1.695,black,0.785020242,0.885350318,F
Damian,3.129013044,2.302089837,2.896237711,3.021226957,4.094058404,NA,72.851,18.1,7.24,1.81,black,0.107786087,0.001567398,M
Damon,3.38227492,2.288749264,2.652445683,3.115167902,4.417205215,1.916552251,79.157,2.342,14.52,3.279,black,0.267107018,0.006610009,M
Dan,2.434252559,2.410877758,2.293526874,3.804010963,4.336259762,1.841426136,87.21,1.795,1.122,9.648,white,1.369758404,0.010014306,M
Dana,2.692665058,2.182059154,2.620073111,3.500197769,NA,NA,94.941,0.751,3.427,0.685,white,0.807532711,0.825363045,F
Daniel,2.480924064,2.511020342,3.078155044,3.011202307,3.910046093,2.14153354,90.491,6.189,1.15,1.859,hispanic,0.066952737,0.002385821,M
Danielle,2.713002041,2.396007306,2.911985489,3.563981288,NA,NA,93.064,1.927,4.383,0.385,white,0.651995798,0.97101618,F
Danilo,2.641129099,2.554016954,3.550145949,2.781232652,3.308276366,2.50087947,11.538,22.436,0,65.385,hispanic,0.768913297,0,M
Danny,2.565210261,2.325996264,2.794923023,3.627890284,NA,NA,79.774,5.801,3.542,10.318,white,0.832967261,0.003102996,M
Dante,3.47167803,2.226919174,2.756270597,2.591265222,NA,1.838741835,59.504,15.702,8.264,15.702,black,0.715407434,0.019920319,M
Daphne,2.51334169,2.193425953,2.399133505,3.178500221,NA,NA,67.647,1.961,18.137,11.765,white,0.665158531,0.987055016,F
Darius,3.621613512,2.089636832,2.444757739,2.430668207,NA,2.239152451,64.865,0,32.432,2.703,black,1.176855774,0.007505774,M
Darlene,2.896959518,2.200305643,2.201680904,3.748152489,NA,NA,86.738,2.867,8.781,1.254,white,0.851192971,0.98433584,F
Darnell,3.436326482,2.072249347,2.356355096,2.443620218,3.629293926,2.062913573,17.808,0,82.192,0,black,0.992706264,0.119382022,M
Darrell,3.775680437,2.118834445,2.197454895,2.999195315,4.012030237,NA,87.267,1.104,9.762,1.188,black,0.776485122,0.005145798,M
Darren,3.06494113,2.19282198,2.371762071,3.305457756,NA,NA,89.984,1.131,4.604,3.877,white,0.240516627,0.003265306,M
Darryl,3.226845501,2.166688996,2.231347508,3.450585089,NA,NA,69.016,0.665,26.064,3.324,white,0.223739588,0.011589404,M
Darwin,2.709822598,2.295208277,2.222724878,3.087031399,NA,NA,73.585,10.063,5.66,10.063,white,0.377208802,0.014545455,M
Dave,2.622540716,2.350718355,2.385215775,3.896447172,NA,NA,82.813,2.455,5.134,8.929,white,1.273906456,0,M
David,2.666841923,2.493560685,2.815880272,3.208592516,4.060353789,1.893794651,92.808,3.223,1.393,2.393,white,0.392712244,0.001585463,M
Davis,2.889998227,2.184689779,2.022772336,3.179963393,NA,NA,70.13,2.597,11.688,15.584,white,0.289965166,0.032423208,M
Dawn,2.667302465,2.30043832,2.263128432,3.904901574,NA,NA,95.147,0.855,3.017,0.779,white,1.237599109,0.985035864,F
Dean,2.355488094,2.171268568,2.26462748,3.748608291,4.424006194,2.627746482,94.986,0.644,0.782,3.404,white,1.393120196,0.052943501,M
Deanna,2.790101967,2.123164398,2.504012422,3.314672911,NA,NA,91.957,2.246,3.623,1.667,white,0.524570944,0.980752657,F
Debbie,2.274968779,2.103119203,2.244853927,3.806295452,1.754977031,4.334545286,87.408,4.173,4.539,3.294,white,1.531326674,0.985919382,F
Deborah,2.849509046,2.185031122,2.556521236,3.715362185,NA,NA,93.945,1.493,3.652,0.676,white,0.865853139,0.98838805,F
Delia,2.871936973,2.553033501,2.917688603,3.073616926,NA,NA,31.081,55.405,3.041,10.135,white,0.155928323,0.985685072,F
Delores,2.919804165,2.308478402,2.865860486,3.463363779,NA,NA,68.776,2.743,27.004,0,white,0.543559614,0.987474611,F
Demetria,3.537933923,2.037053097,2.637924072,2.403573297,NA,3.665075906,36.585,17.073,41.463,4.878,black,0.900009851,0.966666667,F
Demetrius,3.423417661,2.028987322,2.328840572,2.466835731,NA,2.103580884,22,8,70,0,black,0.95658193,0.127865961,M
Denise,2.832952812,2.450121237,2.528912302,3.597716004,NA,NA,90.212,3.006,5.414,1.137,white,0.764763193,0.985805085,F
Dennis,2.591621819,2.215115657,1.990279546,3.865572152,NA,NA,93.49,1.51,1.927,2.838,white,1.273950333,0.001978022,M
Denny,2.535189094,2.178427905,2.32418994,3.60615361,NA,NA,80.488,4.065,0,14.634,white,1.070964516,0.03654485,M
Derek,2.810645057,2.155815181,2.198486228,3.585348638,NA,NA,90.424,0.785,4.082,4.396,white,0.774703581,0.001045151,M
Derrick,3.018327582,2.081609441,2.346435034,3.400568914,NA,NA,55.351,3.01,35.117,5.686,white,0.382241331,0.002469644,M
Desiree,3.602064925,2.319527152,2.619593671,2.713892289,1.940905453,4.048821448,71.429,11.55,12.462,3.343,black,0.888172636,0.975806452,F
Desmond,3.435430918,2.311456362,2.467263404,2.464359781,3.903846412,1.885205047,49.474,7.368,35.789,6.316,black,0.968167513,0.009184845,M
Devin,3.06166188,2.268150776,2.368352065,3.057323759,3.626972501,2.43996105,89.164,1.238,5.882,3.406,black,0.004338121,0.172210526,M
Dewayne,3.649384696,2.204133644,2.232315984,2.613348087,4.612659753,2.407535053,73.451,0,24.779,0.885,black,1.036036609,0.003952569,M
Dexter,2.581361073,2.123891858,2.226129857,3.464110698,NA,NA,36.923,3.077,41.538,17.692,white,0.882749624,0.00625,M
Diana,2.761430958,2.314455342,2.849207459,3.155233744,1.903197443,4.129357495,83.591,11.142,1.903,2.923,white,0.306026285,0.984499624,F
Diane,2.67543563,2.400024124,2.365682155,3.653031632,NA,NA,94.47,1.643,2.464,1.246,white,0.977596002,0.985717886,F
Diego,2.483439006,2.072648025,3.796389135,2.376099202,NA,NA,15.152,83.333,0,1.01,hispanic,1.312950129,0.006993007,M
Dionne,3.001911339,2.145055873,2.44308885,2.522579243,NA,NA,53.846,3.846,39.744,2.564,black,0.479332097,0.944038929,F
Dolly,2.044001346,2.258306324,2.311106467,3.811417662,2.118356085,3.693458377,62.338,2.597,6.494,25.974,white,1.500311195,0.973451327,F
Dolores,2.695629811,2.263711845,2.804203597,3.511492983,NA,NA,70.308,21.475,4.669,3.081,white,0.707289387,0.984437751,F
Domingo,2.676152496,2.388256529,3.536838097,2.142591558,NA,NA,7.285,74.172,1.325,17.219,hispanic,0.860685602,0.008849558,M
Dominic,3.236069376,2.092848009,3.455419654,3.028328247,4.116022396,2.45806098,89.199,4.878,1.568,4.355,hispanic,0.219350278,0.023991276,M
Dominique,3.270862283,2.095223049,3.361499758,2.501675404,1.543883865,NA,72.993,7.299,16.058,2.92,hispanic,0.090637475,0.586892178,F
Don,2.783569553,2.672067524,2.556172556,3.794644809,NA,NA,87.63,0.798,3.831,7.422,white,1.011075256,0.006769462,M
Donald,2.755811861,2.008550365,2.047214166,3.709785902,NA,NA,95.057,0.722,3.251,0.722,white,0.953974041,0.001394791,M
Donna,2.860257812,2.407796087,2.44443138,3.707838784,NA,NA,95.083,1.126,2.609,0.937,white,0.847580972,0.988895767,F
Donnell,3.54157655,1.995617833,2.556638218,2.865334869,NA,NA,47.917,0,52.083,0,black,0.676241681,0.051829268,M
Donnie,2.782333962,2.059812811,2.416935764,3.56793743,NA,NA,83.197,0.82,13.115,2.049,white,0.785603468,0.083576856,M
Donny,2.690530354,2.160908747,2.510600949,3.643210258,NA,NA,78.846,0,7.692,13.462,white,0.952679903,0.015384615,M
Dora,2.421126207,2.373222957,3.421648309,3.112962344,NA,NA,38.86,48.446,7.772,4.663,hispanic,0.308685965,0.98835705,F
Doris,2.718367504,2.245083828,2.444092936,3.605378056,NA,NA,76.276,6.306,13.438,3.378,white,0.887010552,0.988369276,F
Dorothy,2.780805032,2.38166131,2.059188641,3.640117665,NA,NA,82.86,1.71,13.175,1.671,white,0.859312634,0.989048709,F
Douglas,2.938079446,2.105488958,2.415983181,3.669082244,NA,NA,96.767,0.788,1.211,1.011,white,0.731002799,0.002974955,M
Duane,3.233127492,2.210170106,2.287254906,2.711952286,NA,NA,92.188,0.608,5.556,1.389,black,0.521175206,0.010547132,M
Duke,2.577188064,2.160399137,2.204426096,3.571981051,NA,NA,61.702,4.255,0,31.915,white,0.994792987,0.01,M
Dustin,2.387983418,2.167867117,1.953389807,3.774075894,4.478150897,1.501924672,97.116,0.848,0.254,1.187,white,1.386092476,0.004435058,M
Dwayne,3.428739248,2.161301662,2.26893238,3.130733771,NA,NA,74.795,0.82,23.156,0.82,black,0.298005477,0.004449838,M
Dwight,2.885451178,1.968259078,2.019065728,3.41917936,NA,NA,79.006,1.122,16.667,3.045,white,0.533728181,0.002759044,M
Dylan,2.554645426,2.367374182,2.169936778,3.594586377,NA,NA,94.059,0.99,1.485,3.465,white,1.039940951,0.014357262,M
Earl,2.826371918,2.191602642,2.268282926,3.422492717,NA,NA,83.828,0.716,13.408,1.842,white,0.596120799,0.005938242,M
Earline,3.265350961,2.237771393,2.276655023,3.310035529,2.489203428,3.605201535,48.485,0,48.485,3.03,white,0.044684568,0.989583333,F
Earnest,2.796954685,2.107954348,2.658906959,3.404193607,NA,NA,56.18,0,40.449,2.247,white,0.607238922,0.011086475,M
Ebony,3.643686387,2.002247775,2.359058143,1.925097029,2.06436232,4.200218629,5.172,3.448,87.931,1.724,black,1.284628244,0.964177816,F
Eddie,2.939846732,2.459335581,2.680694554,3.566680471,NA,NA,50.144,12.536,24.64,12.248,white,0.626833738,0.026142402,M
Edgar,2.66964323,2.513942944,3.11260587,3.275730288,NA,NA,38.778,50.059,3.878,6.58,white,0.163124418,0.003546099,M
Edgardo,2.702525004,2.08324606,3.926240592,2.3073504,NA,NA,10.484,50.806,0,38.71,hispanic,1.223715588,0,M
Edith,2.624324424,2.078688693,2.17891849,3.677650929,NA,NA,69.551,16.667,9.455,4.006,white,1.053326505,0.989368488,F
Edmond,2.758255236,2.275092618,2.51411538,3.345232364,NA,NA,73.659,2.927,7.805,15.61,white,0.586977128,0.006302521,M
Edmund,2.860845185,2.153888616,2.71042574,3.458740948,NA,NA,83.7,4.846,4.185,7.048,white,0.597895763,0.001443001,M
Edna,2.817269934,2.256804416,2.683913215,3.454499768,NA,NA,61.087,11.957,12.609,13.478,white,0.637229834,0.990949355,F
Eduardo,2.246809758,2.118842844,3.720906377,2.269774733,3.911321283,1.85806466,10.428,78.814,0.329,10.318,hispanic,1.451131644,0.00309119,M
Edward,2.716471297,2.29850947,2.874012677,3.660795961,NA,NA,89.221,4.144,3.422,2.937,white,0.786783284,0.002155753,M
Edwin,2.776611197,2.417243637,2.708793258,3.477842315,NA,NA,67.41,19.675,4.665,7.978,white,0.701231118,0.001883239,M
Efrain,3.041539562,2.243106429,3.008517578,2.297932248,3.727533268,1.683361058,5.634,93.427,0,0.939,black,0.033021985,0,M
Eileen,2.624078168,2.416907216,2.49801528,3.721669601,NA,NA,94.485,2.068,0.935,2.314,white,1.097591433,0.988306452,F
Elaine,2.59054522,2.32245883,2.323330596,3.690290389,NA,NA,87.775,2.073,4.484,5.499,white,1.09974517,0.986806032,F
Eleanor,2.577475756,2.239729145,2.39483531,3.545385118,NA,NA,82.603,3.536,7.355,6.223,white,0.967909362,0.985874044,F
Elena,2.58813944,2.405033983,3.152725028,3.560652236,NA,NA,65.028,27.107,0.983,6.461,white,0.407927207,0.97689769,F
Elias,2.982848538,2.164391924,3.165434147,2.705801704,3.796558007,1.761852057,43.73,48.232,4.502,3.215,hispanic,0.182585609,0.005617978,M
Elijah,3.067259293,2.168626699,2.654450481,2.89408364,NA,2.13052988,55.102,3.061,36.735,4.082,black,0.173175653,0.003154574,M
Elisa,2.70178839,2.476363371,2.950293691,3.28074641,NA,NA,65.842,25.495,1.98,6.436,white,0.330452719,0.979913917,F
Eliseo,2.609461704,2.424289942,3.387143512,2.176450782,NA,NA,1.942,87.379,0,10.68,hispanic,0.777681807,0.019607843,M
Elizabeth,2.578731531,2.208591214,2.782939398,3.278745041,1.957528653,4.106797556,90.547,5.967,1.523,1.759,white,0.495805643,0.984901045,F
Ella,2.76899458,2.400382125,3.007002949,3.379771034,NA,NA,67.511,1.688,25.738,3.797,white,0.372768085,0.99049236,F
Ellen,2.317964182,2.309202173,2.309339895,3.711880384,2.488533215,4.375909055,94.971,0.729,1.239,2.915,white,1.393916203,0.987550022,F
Elmer,2.67593977,2.100139029,2.649321716,3.353460628,NA,NA,63.75,20.937,7.5,6.875,white,0.677520858,0.016908213,M
Eloy,2.688721347,2.426637015,2.646842986,2.333813573,3.831168857,2.730634848,7.143,88.095,1.19,2.381,black,0.041878361,0,M
Elsa,2.356407505,2.316497192,2.79234554,3.11221326,NA,NA,32.99,56.014,4.124,6.529,white,0.31986772,0.973988439,F
Elva,2.725055705,2.433233844,3.227474083,2.955400581,NA,NA,27.068,71.429,0.752,0.752,hispanic,0.272073502,0.963824289,F
Elvia,2.938680148,2.399718288,3.463977395,2.515303166,NA,NA,7.246,89.13,2.899,0.725,hispanic,0.525297246,0.950980392,F
Elvira,2.755303394,2.118763824,3.117353344,2.899385346,2.212896631,4.376358713,30.962,50.209,3.766,14.644,hispanic,0.217967998,0.981751825,F
Elvis,2.344097611,2.088766436,2.557305625,3.430928589,NA,NA,21.429,44.048,23.81,9.524,white,0.873622964,0.012987013,M
Emilio,2.369856512,2.060301693,3.601377278,2.212662756,NA,NA,21.026,74.359,1.026,3.077,hispanic,1.231520766,0.005882353,M
Emily,2.585211165,2.429832291,2.343183068,3.663597029,1.935181751,4.008566555,92.026,1.673,1.709,4.201,white,1.078385863,0.971833534,F
Emma,2.48119665,2.259263962,2.399028561,3.820941058,NA,NA,54.511,24.436,14.098,6.203,white,1.339744408,0.976853668,F
Emmanuel,2.698054044,2.007081382,3.911377533,2.639158347,NA,NA,28.475,24.746,27.458,19.322,hispanic,1.213323489,0.003293085,M
Enrique,2.185508864,1.850194557,3.913013692,2.03176554,4.350226997,2.687466401,6.383,89.362,0,4.255,hispanic,1.727504828,0.005571031,M
Eric,2.804411548,2.338330459,2.619242246,3.596247227,NA,NA,89.53,2.97,3.727,3.496,white,0.791835679,0.001937609,M
Erica,2.892430917,2.439423135,2.717277306,3.297285145,NA,NA,80.057,9.335,8.699,1.627,white,0.404854229,0.975928473,F
Erick,2.586931725,2.4631963,2.543048072,3.727449293,NA,NA,61.875,30,4.063,3.75,white,1.140517568,0.00947226,M
Erika,2.9648534,2.277213662,2.553344984,3.3740305,NA,NA,73.523,18.46,6.224,1.266,white,0.4091771,0.97664331,F
Erin,2.407605321,2.325667526,2.260283218,3.871589903,2.387928425,NA,97.949,0.938,0.469,0.439,white,1.463984582,0.961821328,F
Erlinda,3.143667182,2.246300699,3.302775501,2.326455311,NA,NA,13.077,10,0,76.154,hispanic,0.159108319,1,F
Ernest,2.622887079,2.208548383,2.696121157,3.445024768,NA,NA,75.252,9.281,11.871,3.094,white,0.748903611,0.003471174,M
Ernesto,2.431095482,2.21870299,3.984053036,2.248255199,4.300031707,2.002938974,7.666,77.7,0.871,13.763,hispanic,1.552957554,0,M
Ernie,2.879737595,2.234128922,2.571570955,3.567228507,NA,NA,59.398,24.06,3.008,12.03,white,0.687490912,0.038314176,M
Erwin,2.886128249,2.202356208,2.435072153,3.160493194,NA,NA,55.414,13.376,5.096,25.478,white,0.274364945,0.02866242,M
Esmeralda,2.67768978,2.13802184,3.669364197,2.157585643,2.160016621,NA,9.701,82.836,1.493,5.97,hispanic,0.991674417,0.988372093,F
Esperanza,2.098091116,1.898901421,4.219125241,2.148898836,NA,3.721849931,8.134,84.211,0.478,7.177,hispanic,2.070226405,0.984615385,F
Esteban,2.484403409,2.042884711,3.885550892,1.996569672,NA,NA,7.865,89.326,0,2.809,hispanic,1.401147483,0.006802721,M
Estela,2.668795452,2.204199055,3.686327867,2.667339107,NA,NA,10.828,82.166,0.637,5.732,hispanic,1.017532414,0.985714286,F
Estella,2.762978618,2.447970462,3.532544745,2.735545059,NA,NA,28.421,52.632,12.632,5.263,hispanic,0.769566127,0.984326019,F
Esther,2.850578368,2.473129691,2.488893998,3.24641025,2.185785585,4.078143212,52.961,25.513,10.364,10.364,white,0.395831881,0.982627579,F
Ethan,2.619311373,2.365600481,2.334390188,3.791968018,NA,NA,94.163,1.556,0.389,3.502,white,1.172656645,0.001802614,M
Ethel,2.497317485,2.031441583,2.433925813,3.573525757,NA,NA,60.791,4.317,28.777,5.036,white,1.076208272,0.98614532,F
Eugene,2.894123024,2.175257174,2.604783241,3.207806067,NA,NA,84.651,2.741,6.67,5.71,white,0.313683043,0.003510717,M
Eun,2.449832889,3.582008683,2.383837885,2.360729568,3.013383719,3.135782275,2.239,0.746,0,96.269,asian,1.132175794,0.85106383,F
Eunice,2.546252409,2.147524062,2.440714667,3.050801914,NA,NA,43.694,11.261,22.523,21.622,white,0.504549505,0.978029294,F
Eva,2.582340377,2.400915235,3.072391267,3.283959426,NA,NA,67.595,20.824,5.234,5.902,white,0.21156816,0.985009539,F
Evan,2.459055311,2.457445537,2.496808712,3.470325721,3.938333415,1.916023591,94.931,1.69,1.229,1.997,white,0.973517009,0.033892503,M
Evangeline,2.768288465,2.244116772,2.776955074,2.66426548,2.298515692,3.68251711,41.727,12.95,7.914,35.971,hispanic,0.008666609,0.990453461,F
Evelyn,2.595540639,2.345888332,2.703158495,3.293635282,NA,NA,66.497,13.706,11.313,7.832,white,0.590476786,0.987425012,F
Evita,2.734771489,2.495956021,3.953788185,2.769231797,2.190865223,4.165790974,NA,NA,NA,NA,hispanic,1.184556388,1,F
Fabian,2.391200205,2.178763846,3.136365065,2.686198484,NA,NA,23.009,66.372,7.08,3.54,hispanic,0.450166582,0.041666667,M
Fatima,3.290971201,2.596211231,3.054848087,2.365395324,NA,NA,48.592,21.127,7.042,21.127,black,0.236123114,0.977961433,F
Federico,2.471531266,2.194190683,3.829769225,2.16624553,NA,NA,15.385,75,0.641,8.333,hispanic,1.358237959,0,M
Felecia,2.841092553,2.240430409,2.970837333,2.706472241,2.166407073,3.80828453,31.915,2.128,65.957,0,hispanic,0.12974478,0.983870968,F
Felicia,2.844512444,2.329929579,3.366355637,2.813350739,NA,NA,56.027,7.589,33.259,2.455,hispanic,0.521843193,0.979984799,F
Felipe,2.286537405,2.577229401,3.994592979,2.208690758,NA,NA,3.632,90.557,0.726,4.6,hispanic,1.417363578,0,M
Felix,2.636838468,2.263729722,3.297843115,3.252388875,4.192569913,2.121593273,27.579,55.952,6.944,9.127,hispanic,0.04545424,0.008187135,M
Fernando,2.366571422,2.180813369,4.105208354,2.335550775,NA,1.396820665,14.852,78.637,0.61,5.799,hispanic,1.738636932,0.002894356,M
Fidel,2.120247475,2.144938687,3.633160131,2.3269713,NA,NA,4.52,90.395,1.13,3.39,hispanic,1.306188832,0,M
Flora,2.791315004,2.416640286,3.17925135,3.007912613,1.793758179,4.301448306,46.961,24.309,11.05,17.68,hispanic,0.171338737,0.986717268,F
Florence,2.720660147,2.321593492,2.580968687,3.425579634,NA,NA,75.248,1.98,13.861,8.515,white,0.704919487,0.986865149,F
Floyd,2.98304417,2.102675827,2.211730072,3.468404385,NA,NA,82.834,0.998,12.974,2.595,white,0.485360215,0.004572635,M
Frances,2.340960815,2.279297637,2.824936288,3.45829572,NA,NA,83.81,6.96,5.726,2.962,white,0.633359432,0.987364091,F
Francis,2.67852623,2.191637375,2.822781446,3.483397374,NA,NA,88.269,2.271,3.075,6.197,white,0.660615927,0.085698386,M
Francisca,2.357726449,2.276137529,3.761893675,2.519505209,1.43141508,4.259485415,7.576,82.828,4.04,5.556,hispanic,1.242388466,0.954022989,F
Francisco,2.393388499,2.340603627,3.729589906,2.600399037,3.999115933,2.237681135,8.652,87.898,0.159,3.291,hispanic,1.129190869,0.002620087,M
Frank,2.757447935,2.384332581,2.540814665,3.672731379,NA,NA,86.855,7.003,2.904,2.859,white,0.915283444,0.002824859,M
Frankie,2.576716363,2.116174714,2.762004663,3.752397836,NA,NA,67.598,10.615,15.642,5.587,white,0.990393174,0.497214485,M
Franklin,2.821239386,2.179788849,2.479324124,3.391394419,NA,NA,74.827,8.99,9.129,6.639,white,0.570155033,0.003160984,M
Fred,2.706967769,2.073152483,2.236595047,3.580507347,NA,NA,87.874,3.892,4.738,3.046,white,0.873539578,0.002060086,M
Freddie,3.01061664,2.499239874,2.846765725,3.49676145,NA,NA,44.393,12.617,36.449,5.607,white,0.48614481,0.094594595,M
Freddy,2.868172705,2.288945855,3.000611716,3.495559015,NA,NA,26.829,62.602,6.504,4.065,white,0.494947298,0.011976048,M
Frederick,2.784158989,2.016258323,2.540938152,3.273714177,NA,NA,89.487,0.918,6.675,2.67,white,0.489555188,0.003307425,M
Gabriel,2.735131579,2.229899797,3.12278613,3.250530172,3.783140032,2.76029365,45.956,49.286,2.188,2.284,white,0.127744042,0.051891368,M
Gabriela,2.717593633,2.399750051,3.810014489,2.979776001,NA,NA,36.395,62.585,0.34,0,hispanic,0.830238488,0.958167331,F
Gail,2.904197437,2.113727063,2.223882088,3.680346617,NA,NA,93.473,0.573,4.16,1.641,white,0.77614918,0.979710577,F
Garrett,2.934547835,2.166907357,2.117090266,3.435618285,NA,NA,92.437,1.261,2.311,3.782,white,0.50107045,0.010115607,M
Gary,2.556145483,2.191290829,2.24963357,4.078601714,4.660393749,1.830036009,95.396,0.799,1.68,1.903,white,1.522456232,0.002601384,M
Genaro,2.749043212,2.308909687,3.433607563,2.116862264,NA,NA,3.488,90.698,0,5.814,hispanic,0.684564351,0.02,M
Gene,2.698027055,2.660793475,2.197221762,3.605902908,NA,NA,89.862,1.267,4.378,4.147,white,0.907875853,0.037178996,M
Geoffrey,2.741009325,2.376413863,2.221531287,3.519886642,NA,NA,95.779,0.938,0.844,2.345,white,0.778877317,0.004708652,M
George,2.839925962,2.812949275,2.836985888,3.730610603,NA,NA,86.945,4.708,4.891,3.088,white,0.890684642,0.00356758,M
Georgina,2.859651612,2.416625749,2.961457723,3.208306484,NA,NA,48.876,41.573,6.742,2.247,white,0.246848761,0.955645161,F
Gerald,2.705586827,2.343888646,2.18038609,3.507216749,NA,NA,93.373,1.247,3.671,1.408,white,0.801629921,0.008069373,M
Gerardo,2.395822097,1.997197696,3.57068263,2.308412207,NA,NA,8.458,86.235,0,5.307,hispanic,1.174860533,0.003311258,M
German,1.953303401,1.991524089,2.373601429,2.894994372,NA,NA,15.584,81.818,0.649,1.948,white,0.521392943,0.008333333,M
Gilbert,2.369879852,2.190572202,2.445378547,3.33467708,NA,NA,56.757,32.947,4.633,5.148,white,0.889298533,0.004744958,M
Gilberto,2.230821462,1.973641457,3.716620228,2.185000008,NA,NA,7.458,91.864,0.339,0.339,hispanic,1.485798766,0,M
Gina,2.659455026,2.349009839,2.793660228,3.453011657,NA,NA,90.301,3.814,2.542,3.202,white,0.659351429,0.9886421,F
Gladys,2.771527444,2.141706705,2.358810333,3.286482969,NA,NA,41.704,34.081,18.834,5.381,white,0.514955525,0.986445431,F
Glenda,2.686186115,2.198051664,2.504937888,3.355740394,NA,NA,81.477,6.008,9.512,2.503,white,0.669554279,0.990245806,F
Glenn,2.433655643,2.135548714,2.29236832,3.549370277,NA,NA,91.994,0.715,3.074,3.753,white,1.115714634,0.009596617,M
Gloria,2.778688652,2.409540984,3.21282767,3.064024038,1.68172188,NA,55.342,26.926,12.5,4.76,hispanic,0.148803631,0.983875668,F
Gonzalo,1.99987665,1.937666556,3.791429814,1.969486365,4.012932894,2.099055191,6.25,92.788,0,0.962,hispanic,1.791553165,0.009803922,M
Gordon,2.574929139,2.367355707,2.081813652,3.532067031,NA,NA,92.966,0.435,1.668,4.423,white,0.957137892,0.005072181,M
Grace,2.889191195,2.577753586,2.445480279,3.423126152,2.152256542,3.903023102,64.965,6.602,6.338,21.919,white,0.533934958,0.981332798,F
Graciela,2.665101007,2.197563555,3.798006921,1.922535725,1.829824718,3.971843799,14.063,85.547,0.391,0,hispanic,1.132905914,0.95625,F
Grant,2.566898391,2.163686288,2.074641472,3.851844014,NA,NA,96.102,0.269,0.806,2.823,white,1.284945623,0.002567394,M
Greg,2.718695779,2.21415748,2.587334191,3.828286085,NA,NA,94.907,1.354,1.483,2.063,white,1.109590306,0,M
Gregorio,2.599744021,1.858740728,3.372595447,2.837500964,NA,NA,8.805,76.73,0.629,13.836,hispanic,0.535094483,0.010309278,M
Gregory,2.658926683,2.332455992,2.30709934,3.67437368,NA,NA,93.965,1.068,3.871,0.896,white,1.015446996,0.002218826,M
Griselda,2.851620619,2.297880038,3.191876569,2.659153589,NA,NA,7.895,86.842,1.754,3.509,hispanic,0.34025595,0.941176471,F
Guadalupe,2.108771443,2.194113976,3.919792561,2.021406342,NA,3.472873647,4.748,94.807,0,0.445,hispanic,1.725678585,0.776280323,F
Guillermo,2.386095948,2.224922096,3.781973781,1.957181582,NA,NA,6.273,90.959,0,2.583,hispanic,1.395877834,0.01,M
Gurdeep,2.429111005,2.454839693,2.36709071,2.319554615,3.586444306,2.818174305,NA,NA,NA,NA,asian,0.025728688,0.333333333,M
Gustavo,2.087806674,2.205754879,3.687646058,1.837266962,NA,NA,9.129,90.249,0.207,0.415,hispanic,1.48189118,0,M
Guy,2.402427757,2.238269602,2.313412742,3.75207558,4.530696645,1.985698035,93.439,1.018,2.828,2.262,white,1.349647823,0.005707763,M
Gwendolyn,2.787055915,2.040296517,1.856366047,3.252416761,NA,NA,54.18,1.125,43.087,1.125,white,0.465360845,0.985685484,F
Hank,2.369000497,2.280453405,2.32770208,3.798768743,4.355009007,NA,78.571,0,0,21.429,white,1.429768245,0,M
Hanna,2.303387848,2.462294858,2.598779364,3.416990933,NA,NA,67,2,8,23,white,0.81821157,0.947058824,F
Hannah,2.433816884,2.258402553,2.407317962,3.754070127,NA,NA,81.726,1.269,3.553,12.944,white,1.320253243,0.96641942,F
Harold,2.844056505,2.026898595,2.353267916,3.684482814,NA,NA,88.846,2.222,6.966,1.538,white,0.840426309,0.002620006,M
Harrison,2.834568431,2.130973581,2.193918944,3.824010488,NA,NA,67.442,2.326,19.767,9.302,white,0.989442057,0.006849315,M
Harry,2.447428934,2.263844414,2.233649789,3.741434963,NA,NA,88.309,1.849,4.84,4.568,white,1.294006029,0.002320186,M
Heather,2.495729334,2.466081824,2.396321963,3.84473943,NA,NA,97.397,0.896,0.896,0.517,white,1.349010096,0.983670295,F
